label,7an,g,a
label,cnw,239,37
label,NW,222,53
label,TE,260,43
label,505,24a,41
label,NW,25A,47
label,Mon,25,4
label,KC,243,3A
label,NW,175,39
label,w,173,33
label,505,199,23
